,index,county,state,season,title,latitude,longitude,date,number,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,precip_type,pressure,wind_bearing,wind_speed,Class A,Class B,Class C,cluster
487,616,Fairfield County,Ohio,Summer,Report 7936: Three people driving slow down to witness a dark biped walking toward the wood line near the Rock Mill Wildlife area,39.74107,-82.70263,2000-06-29,7936.0,dpj4n49u90,72.61790466308594,66.13414764404297,56.23789978027344,55.06039810180664,0.6912654876708985,0.1689999961853027,rain,977.9407348632812,298.960693359375,11.432798385620115,1,0,0,1
488,617,Erie County,Ohio,Fall,"Report 4299: Two men training a hunting dog hear a loud, deep scream then briefly witness a large hairy thing cross a small clearing",41.42364,-82.82491,2000-10-29,4299.0,dpm5ekbwpw,50.12149810791016,46.161502838134766,42.561500549316406,35.27149963378906,0.6594820404052735,0.0317499995231628,No Precipitation,1006.26953125,32.357452392578125,11.666765213012695,0,1,0,1
489,618,Delaware County,Ohio,Summer,Report 10861: Teenagers wading down the Olentangy River at night have a sighting south of Delaware.,40.26494,-83.0556,1976-07-15,10861.0,dphvn40b20,90.31190490722656,81.05313873291016,73.12190246582031,65.92565155029297,0.6062881088256836,0.142750015258789,rain,979.4529418945312,176.4274139404297,14.506043434143066,1,0,0,1
490,619,Defiance County,Ohio,Unknown,Report 4556: Midnight sighting by motorist on Coy Rd,41.34728,-84.54476,1977-01-01,4556.0,dp7ghph3k7,15.596599578857422,8.287850379943848,3.9865989685058594,0.675349771976471,0.7058674621582032,0.704124984741211,No Precipitation,991.578369140625,187.24710083007807,16.627696990966797,1,0,0,1
491,621,Clermont County,Ohio,Summer,Report 26149: Fishermen experience possible early morning vocalizations and rock throwing at East Fork Lake,39.03501,-84.1317,2009-06-16,26149.0,dnunjd15mm,79.46330261230469,71.38204193115234,64.70330047607422,63.784549713134766,0.7764580535888672,0.6521250152587891,rain,988.5400390625,113.05557250976562,7.6189470291137695,0,1,0,1
492,622,Clark County,Ohio,Winter,Report 1018: A man driving stops to watch a hair covered creature walk across a cornfield,39.92821,-83.64597,1989-11-01,1018.0,dphe0sdyet,49.41320037841797,43.6119499206543,36.45320129394531,30.423200607299805,0.6011532592773438,0.4921249771118164,No Precipitation,979.643798828125,265.4494934082031,13.00541877746582,0,1,0,1
493,623,Champaign County,Ohio,Spring,Report 5311: Large hairy creature and footprints seen along fence line on property with past activity,40.04792,-83.5556,1983-05-01,5311.0,dphefds8j3,63.93920135498047,60.5491943359375,57.9092025756836,58.36294555664063,0.926982650756836,0.9726666259765624,rain,969.68115234375,185.3341217041016,15.684544563293455,1,0,0,1
494,624,Carroll County,Ohio,Summer,Report 8494: A woman recounts her childhood sighting near Atwood Lake,40.54605,-81.26217,1976-08-01,8494.0,dpnnwv4ty5,72.61430358886719,66.08179473876953,60.82430267333984,55.76930236816406,0.7303692626953125,0.4475,No Precipitation,974.4658203125,103.14913177490234,9.642481803894045,1,0,0,1
495,625,Butler County,Ohio,Unknown,Report 6804: Two ourtdoorsmen chased by a large bear like biped recount 25+ years of strange occurrences.,39.49695,-84.45905,1986-06-01,6804.0,dp5bwn4y3m,82.4342041015625,74.57794952392578,65.51420593261719,61.15669631958008,0.6473268890380859,0.2058749961853027,No Precipitation,986.4545288085938,254.85606384277344,9.845341682434082,1,0,0,1
496,626,Brown County,Ohio,Summer,Report 25961: Young woman has close encounter at night outside of Georgetown,38.81772,-83.80582,1986-07-27,25961.0,dnukufw3wg,87.62089538574219,78.93213653564453,72.0509033203125,69.2759017944336,0.7507480621337891,0.3169999885559082,rain,981.0574340820312,16.229312896728516,5.8547892570495605,1,0,0,1
497,627,Belmont County,Ohio,Fall,Report 48372: Memory told of being startled by a large biped while scouting for deer during the day near Whitney,40.01784,-80.93318,1994-11-05,48372.0,dpn7wm42b4,68.75059509277344,61.13434982299805,55.88059997558594,47.35685348510742,0.6061703491210938,0.4147917175292969,No Precipitation,978.767333984375,197.2506561279297,9.406045913696287,1,0,0,1
498,629,Belmont County,Ohio,Fall,Report 17388: Possible vocalizations heard by bow hunters near Malaga,39.86019,-81.20422,2002-10-15,17388.0,dpn6b0kfkt,61.45429992675781,50.50054931640625,43.27429962158203,39.09305191040039,0.6526695251464844,0.5527083206176758,rain,971.935302734375,140.4227752685547,7.245255947113037,0,1,0,1
499,630,Belmont County,Ohio,Spring,Report 45215: Series of Bigfoot sightings at a cabin outside of Bethesda,40.01983,-81.07013,2014-05-23,45215.0,dpn7ejqs3j,64.53770446777344,59.19769287109375,51.7577018737793,49.68770217895508,0.7215677642822266,0.3264999771118164,No Precipitation,972.4512329101562,329.6419372558594,10.312060356140137,1,0,0,1
500,631,Belmont County,Ohio,Fall,Report 49918: Coon hunters chased off by screaming and rock throwing near Barnesville,39.91209,-81.04791,2015-10-04,49918.0,dpn759y8yb,67.89109802246094,57.53734970092773,52.95110321044922,50.37485122680664,0.7745626831054687,0.7685832977294922,No Precipitation,988.789794921875,90.60018157958984,11.66676425933838,0,1,0,1
501,632,Belmont County,Ohio,Winter,Report 59078: Possible track lines and vocalizations found in a rural neighborhood outside St. Clairsville,40.10975,-80.85938,2018-01-21,59078.0,dpnkpvzbpz,50.18360137939453,41.44984817504883,35.603599548339844,37.73360061645508,0.8667848968505859,0.793708267211914,rain,982.5205078125,210.8081817626953,7.855024337768555,0,1,0,1
502,633,Belmont County,Ohio,Spring,"Report 65305: LAST WEEK: Fishing couple reports whoops, bipedal footfalls, tree pushover while night fishing in Egypt Valley.",40.10084,-81.14331,2020-04-11,65305.0,dpnk1s1hrf,53.42179870605469,42.48680114746094,33.26179885864258,27.6855525970459,0.5730000305175781,0.7386666870117188,No Precipitation,982.2354125976562,261.2847595214844,10.15558624267578,0,1,0,1
503,635,Brown County,Ohio,Winter,Report 58177: Fisherman don't return to their hot spot after strange encounter one night near Aberdeen,38.64301,-83.69977,2010-01-30,58177.0,dnu7z6exvg,27.22640037536621,23.0301513671875,20.02639961242676,5.896399021148682,0.4893469619750976,0.8250000762939453,snow,1002.2145385742188,48.51267623901367,9.681326866149902,0,1,0,1
504,636,Butler County,Ohio,Summer,Report 4672: Midnight sighting by two witnesses near Okeana,39.37215,-84.80138,2001-06-06,4672.0,dngxyr3x2s,78.49849700927734,69.2284927368164,64.00849914550781,66.0634994506836,0.9017911529541016,0.5792499923706055,rain,986.57568359375,249.65968322753903,8.249648094177246,1,0,0,1
505,637,Butler County,Ohio,Summer,Report 4659: Couple hears vocalization late at night - son finds prints near Okeana,39.37509,-84.79429,2002-07-14,4659.0,dp58n2n8tb,81.70339965820312,72.5458984375,62.89339828491211,62.88589477539063,0.7461334991455079,0.5645416641235351,No Precipitation,985.4098510742188,61.02040481567383,5.871858596801758,1,0,0,1
506,638,Carroll County,Ohio,Fall,Report 56957: Woman tells her memory of being wakened by something watching her thru bedroom window near Augusta,40.68514,-81.02382,2001-10-17,56957.0,dpnrkq8205,46.73749923706055,42.28249740600586,38.45750045776367,32.348751068115234,0.704991455078125,0.676875,rain,971.5480346679688,278.4605407714844,17.545839309692383,0,1,0,1
507,639,Carroll County,Ohio,Spring,Report 11771: A young man hears vocals and has a sighting north of Malvern,40.71737,-81.18352,2005-05-30,11771.0,dpnr8s7gyg,66.77420043945312,58.84294128417969,52.46419906616211,50.12420272827149,0.7332035064697265,0.475,rain,978.116455078125,311.0187072753906,5.96906042098999,1,0,0,1
508,640,Carroll County,Ohio,Spring,Report 25948: Man hears characteristic howls in early morning hours near Mechanicstown,40.64049,-80.90944,2009-05-10,25948.0,dpnrny7s12,58.79660034179688,53.23159790039063,48.89659881591797,41.77909851074219,0.6593741607666016,0.6598749542236328,No Precipitation,975.71240234375,296.8507080078125,12.164426803588867,0,1,0,1
509,641,Champaign County,Ohio,Fall,Report 12669: Possible tracks found by hunters outisde Mechanicsburg,40.01979,-83.56088,1983-10-15,12669.0,dphedt2u4m,63.57469940185547,50.8922004699707,40.8046989440918,39.39094924926758,0.658375015258789,0.0007500000298023,No Precipitation,981.7352905273438,213.1552276611328,7.880465507507324,0,1,0,1
510,642,Clark County,Ohio,Summer,"Report 1750: Large furry head about 12"" by 18"" looked in the back door.",39.92104,-83.95184,1993-09-15,1750.0,dph71ekhum,81.93470001220703,68.48719024658203,58.534698486328125,59.434696197509766,0.745729751586914,0.83125,rain,982.3735961914062,280.85455322265625,19.239500045776367,1,0,0,1
511,643,Clark County,Ohio,Fall,"Report 1751: Latenight encounter while camping, then morning vocalizations heard",39.85461,-83.94906,1998-10-15,1751.0,dph69xq1vj,64.427001953125,52.74949645996094,41.56700134277344,41.66450119018555,0.6801045227050782,0.1613749885559082,No Precipitation,987.28125,154.88519287109375,4.803042411804199,1,0,0,1
512,644,Clark County,Ohio,Fall,"Report 1755: Driver sees a tall (about 7-8ft), fur covered biped along roadside",39.86096,-83.96562,2000-10-15,1755.0,dph6c26ngj,69.18889617919922,61.81638717651367,56.13890075683594,49.928897857666016,0.6555014801025391,0.4592499923706055,rain,987.718017578125,217.99880981445312,8.562189102172852,1,0,0,1
513,645,Clark County,Ohio,Fall,"Report 1756: Deer Hunter sees large, bipedal, fur covered man-like critter run by in early morning encounter",39.89216,-83.96123,2000-11-24,1756.0,dph6cqjk9t,42.84230041503906,30.45980262756348,24.30229949951172,16.281049728393555,0.5566659545898438,0.2763749885559082,No Precipitation,992.2322387695312,108.33016967773438,6.491156101226807,1,0,0,1
514,646,Clermont County,Ohio,Winter,Report 47305: Bow hunter hears possible vocalizations and wood knocks in the East Fork Wilderness Area near Williamsburg,39.01569,-84.08533,2014-12-07,47305.0,dnujywdfvg,41.5984992980957,35.812252044677734,30.79850006103516,24.87724876403809,0.6480581665039062,0.4916249465942383,No Precipitation,1000.9718627929688,41.372684478759766,11.720257759094238,0,1,0,1
515,647,Clermont County,Ohio,Fall,Report 49766: Grandmother and grandson spot a tall figure by the road's edge at East Fork State Park,39.00175,-84.14354,2015-09-13,49766.0,dnujvk099m,64.31809997558594,58.05186080932617,52.528099060058594,44.66060256958008,0.6234822463989258,0.4491666793823242,No Precipitation,982.6668090820312,313.93914794921875,8.56511116027832,0,1,0,1
516,649,Clermont County,Ohio,Spring,Report 60924: Homeowner across the street from East Fork State Park (30mi SE of Cincinnati) describes possible encounter at night,38.99484,-84.10731,2018-04-21,60924.0,dnujy4fcmt,60.68659973144531,47.64785385131836,35.48659896850586,28.7928466796875,0.4967590713500976,0.1276249980926513,No Precipitation,995.7427368164062,68.75413513183594,8.385021209716797,1,0,0,1
517,650,Columbiana County,Ohio,Summer,Report 4307: Late night sighting by children at a home in Calcutta,40.6807,-80.57164,1971-06-30,4307.0,dpnxqt9w28,89.82319641113281,78.59569549560547,69.9332046508789,68.88695526123047,0.7416895294189453,0.174375,rain,979.2488403320312,256.02471923828125,8.998191833496094,1,0,0,1
518,651,Columbiana County,Ohio,Summer,Report 33014: Memory told of a daylight sightling while walking down railroad tracks near East Liverpool,40.63606,-80.53528,1973-08-30,33014.0,dpnxpmefpy,89.55680084228516,79.57429504394531,72.726806640625,73.58930206298828,0.8361318969726562,0.4832916259765625,rain,995.319580078125,7.07344388961792,2.908100128173828,1,0,0,1
519,652,Columbiana County,Ohio,Summer,"Report 4306: Sighting at a home on Duke Vodrey Rd., above Beaver Creek.",40.76533,-80.55217,1980-06-01,4306.0,dpnxyvpeq2,76.6093978881836,66.34564971923828,56.89939880371094,58.52690124511719,0.7681275939941407,0.3117500114440918,rain,973.0462036132812,237.28094482421875,10.292631149291992,1,0,0,1
520,653,Columbiana County,Ohio,Spring,Report 12220: Possible approach to a dwelling between Calcutta and East Liverpool,40.69334,-80.57396,1980-06-15,12220.0,dpnxqrzzfs,78.88909912109375,68.85409545898438,61.699100494384766,64.2041015625,0.8594136810302735,0.6303333663940429,rain,973.9192504882812,232.5823516845703,10.611021995544434,0,1,0,1
521,654,Columbiana County,Ohio,Summer,"Report 2696: Nighttime sighting by three in car, on Sprucevale Rd. near Calcutta",40.70386,-80.58332,1982-06-15,2696.0,dpnxw3cj0t,79.02950286865234,67.47575378417969,57.609500885009766,56.6307487487793,0.7072293853759766,0.3380416870117187,No Precipitation,979.2689819335938,199.3260955810547,15.506461143493652,1,0,0,1
522,655,Columbiana County,Ohio,Fall,"Report 7493: Outdoor photographer hears a howl/scream on two separate occasions that were identical to the sounds on the ""Sightings"" television show.",40.72943,-80.59236,1997-10-01,7493.0,dpnxwnd6ju,58.800201416015625,53.50519180297852,49.89019775390625,44.0964469909668,0.7272736358642579,0.5917083358764649,rain,974.7109985351562,322.85943603515625,10.09380340576172,0,1,0,1
523,656,Columbiana County,Ohio,Summer,"Report 6620: A man driving down the road witness's a 'huge"" creature walk across the road",40.68935,-80.57593,2001-07-16,6620.0,dpnxqrq2ss,82.3739013671875,72.05015563964844,60.773902893066406,58.10765075683594,0.6486628723144531,0.3500000381469726,No Precipitation,975.7269897460938,249.0313873291016,4.496314525604248,1,0,0,1
524,657,Columbiana County,Ohio,Fall,Report 6900: Ongoing accounts with a screaming ape-like creature,40.77972,-80.64831,2001-11-01,6900.0,dpnxuz9xn4,66.74810028076172,55.92935180664063,48.9281005859375,39.5943489074707,0.5449910354614258,0.2722500038146973,No Precipitation,980.3564453125,195.7723846435547,13.706074714660645,1,0,0,1
525,658,Columbiana County,Ohio,Summer,Report 15969: Possible daylight sighting on horse trail in Beaver Creek State Park,40.725,-80.616,2007-01-10,15969.0,dpnxttc0r4,31.40239906311035,28.049901962280277,25.732398986816406,13.29365062713623,0.5407111740112305,0.8097916412353515,snow,991.672607421875,289.5112609863281,14.292312622070312,0,1,0,1
526,659,Columbiana County,Ohio,Summer,Report 46834: Camper has possible early evening sighting in Beaver Creek State Park,40.73206,-80.61996,2008-06-14,46834.0,dpnxtrn36y,79.35260009765625,71.4325942993164,67.74259948730469,67.1688461303711,0.8685347747802734,0.6326250076293946,rain,975.3209838867188,219.83108520507807,8.562188148498535,0,1,0,1
527,660,Columbiana County,Ohio,Fall,Report 37656: Possible Thanksgiving Day road crossing on Hwy. 11 near Leetonia,40.87496,-80.7291,2012-11-22,37656.0,dpq8dcncgs,57.89119720458984,43.483699798583984,33.95119857788086,34.104949951171875,0.7115601348876953,0.0266250014305114,No Precipitation,983.3176879882812,189.8060607910156,8.056305885314941,0,1,0,1
528,661,Columbiana County,Ohio,Fall,Report 51304: Road crossing seen by mother and daughter travelling at dusk near Salem,40.92344,-80.84042,2015-10-20,51304.0,dpq8b3vu3d,67.85960388183594,54.65209579467773,47.339599609375,36.16085052490234,0.5001283645629883,0.1037500095367431,No Precipitation,978.60693359375,215.56874084472656,12.303500175476074,1,0,0,1
529,662,Coshocton County,Ohio,Spring,Report 4310: Footprints discovered along a creek on a sand bar,40.35097,-81.99847,1988-05-19,4310.0,dpjtw1dt3j,64.98680114746094,57.0180549621582,52.74679946899414,54.41554641723633,0.9123319244384764,0.9123749542236328,rain,977.2814331054688,4.458369731903076,7.984554290771484,0,1,0,1
530,663,Coshocton County,Ohio,Spring,"Report 3589: Two witnesses find tracks, and arranged animal remains, in Woodbury Gameland",40.2287,-81.96845,1998-03-15,3589.0,dpjsyg2mht,34.28329849243164,29.55080223083496,25.643299102783203,15.312050819396973,0.553795509338379,0.7712083435058594,No Precipitation,987.19580078125,320.01531982421875,8.56511116027832,0,1,0,1
531,664,Coshocton County,Ohio,Spring,Report 4555: Large footprints found by individual while he was repairing a fence.,40.3244,-81.99955,2000-05-07,4555.0,dpjtqhcdxu,82.16600036621094,71.0997543334961,60.926002502441406,59.9734992980957,0.7052303314208984,0.139375,No Precipitation,981.3283081054688,219.0355224609375,10.427875518798828,0,1,0,1
532,665,Coshocton County,Ohio,Spring,"Report 3535: Two witnesses find animal carcasses in possible display arrangement, near Coshocton on the Woodbury Wildlife Refuge",40.25597,-82.1334,2001-04-15,3535.0,dpjt502k10,62.2426986694336,51.05644607543945,42.8927001953125,47.4714469909668,0.8802328491210938,0.6627916717529296,rain,977.4876098632812,26.4414005279541,13.520440101623535,0,1,0,1
533,666,Defiance County,Ohio,Spring,Report 2902: Man in boat spotting deer witnesses a three to four foot tall biped walking on a log followed by a scream,41.2625,-84.38103,1998-05-24,2902.0,dp7fxzee7r,72.22550201416016,61.38424682617188,55.30550003051758,52.55299758911133,0.7337284851074218,0.7005416870117187,rain,988.8493041992188,107.6822280883789,12.046613693237305,1,0,0,1
534,667,Delaware County,Ohio,Summer,"Report 878: Hikers spot white bigfoot at Higbanks Park outside Columbus, OH",40.15002,-83.02854,1989-08-15,878.0,dphuqth6yf,82.44319915771484,73.55571746826172,63.27320098876953,61.63820266723633,0.6791885375976563,0.1515000057220459,No Precipitation,982.706787109375,209.64352416992188,7.519781112670898,1,0,0,1
535,668,Erie County,Ohio,Winter,Report 38725: Possible footprints found by a tree trimming crew on a road near Norwalk,41.17222,-82.34181,2013-01-02,38725.0,dpm6nr0t8f,20.668100357055664,17.05685043334961,13.738100051879885,12.08810043334961,0.8059932708740234,0.7026250457763672,No Precipitation,986.5515747070312,257.506103515625,9.125205039978027,0,1,0,1
536,669,Fairfield County,Ohio,Spring,Report 8450: Property owners hear loud vocalizations in early morning and have a possible sighting near Clearcreek Metro Park,39.5246,-82.6353,2004-04-03,8450.0,dpj0ze4z3z,57.21260070800781,45.83134841918945,38.042598724365234,36.64010238647461,0.7386289978027344,0.5667916488647461,No Precipitation,972.0908813476562,290.5021057128906,14.00047492980957,0,1,0,1
537,670,Fairfield County,Ohio,Fall,Report 28499: Possible bigfoot activity and interesting photos taken at Clear Creek Park,39.59947,-82.63536,2010-10-09,28499.0,dpj1r8fg8s,80.18060302734375,64.7868423461914,52.73059844970703,40.340599060058594,0.4235371780395507,0.0,No Precipitation,984.0558471679688,268.9046325683594,6.299449443817139,0,1,0,1
538,672,Fairfield County,Ohio,Winter,"Report 63981: Two witnesses to road crossing Sasquatch, 23 miles south of Columbus, near Stoutsville",39.6279,-82.83647,2020-01-20,63981.0,dpj17n034r,27.827598571777344,17.56009864807129,12.257598876953123,5.252599716186523,0.5956772994995118,0.3339166641235351,snow,992.07763671875,304.6716613769531,10.760876655578612,1,0,0,1
539,673,Franklin County,Ohio,Spring,Report 14646: Fisherman Observes White Creature Swimming in Antrim Lake,40.08159,-83.0337,1987-05-15,14646.0,dphun88snt,74.8345947265625,66.62210083007812,60.97460174560547,55.88209915161133,0.7170461273193359,0.385541648864746,rain,991.7781372070312,2.381459474563598,12.521206855773926,1,0,0,1
540,674,Franklin County,Ohio,Summer,Report 4557: Saturday morning sighting by a motorist on William's Road,39.89203,-83.00142,1997-06-01,4557.0,dphfzq05yt,69.7136001586914,63.66485595703125,59.543601989746094,62.13859939575195,0.9489408111572266,1.0,rain,981.80615234375,53.71098327636719,12.05906867980957,1,0,0,1
541,675,Gallia County,Ohio,Winter,Report 63178: A couple is escorted out of the forest after finding a possible nesting area near Rio Grande,38.88059,-82.43382,1972-01-17,63178.0,dnvmhjvxbg,40.12699890136719,22.86199951171875,12.316999435424805,-10.730499267578123,0.2177040100097656,0.0565000009536743,No Precipitation,1003.3408813476562,244.60748291015625,11.743717193603516,0,1,0,1
542,676,Gallia County,Ohio,Summer,"Report 3686: Another nighttime incident near Hoadley, off Hoadley Road (Wayne Nat. For.)",38.79833,-82.54968,1998-05-25,3686.0,dnvk9x10th,76.4375,67.71874237060547,62.03749847412109,62.64125061035156,0.853935317993164,0.5525,No Precipitation,982.348876953125,260.56988525390625,9.406045913696287,1,0,0,1
543,677,Gallia County,Ohio,Summer,"Report 3767: Late night sighting in Wayne National Forest, off Hoadley Road",38.79381,-82.55177,1998-09-03,3767.0,dnvk9qpwk6,83.2145004272461,70.8657455444336,59.27449798583984,54.21199417114258,0.5927891159057617,0.2486250114440918,No Precipitation,979.4228515625,19.40606117248535,5.4428558349609375,1,0,0,1
544,678,Gallia County,Ohio,Winter,Report 28912: Motorist traveling near the Ohio River has bigfoot sighting outside Chesire,38.9264,-82.14285,2011-02-22,28912.0,dnvt6y36sy,41.14759826660156,34.12009811401367,31.06760025024414,29.241350173950195,0.8272612762451171,0.986208267211914,snow,992.3395385742188,6.074556350708008,13.914427757263184,1,0,0,1
545,679,Gallia County,Ohio,Winter,Report 56586: Motorist sighting at night a few miles north of Rio Grande,38.965,-82.905,2017-01-21,56586.0,dnvj9mq7t6,62.31380081176758,54.01130294799805,48.54380035400391,50.83879470825195,0.8944027709960938,0.5647500228881835,No Precipitation,980.4197387695312,177.60256958007812,8.056305885314941,1,0,0,1
546,680,Ashtabula County,Ohio,Winter,Report 4837: Rabbit hunter witness's a massive creature running through the woods,41.81902,-80.58163,1976-11-01,4837.0,dpqtykfjry,42.06739807128906,37.93864822387695,34.687400817871094,27.15365028381348,0.658748779296875,0.1447499847412109,No Precipitation,988.7326049804688,119.91443634033205,11.515661239624023,1,0,0,1
547,681,Ashland County,Ohio,Summer,Report 7026: Three teenage boys witness an ape-like creature lope across a field into the woods,40.85035,-82.29486,1963-07-01,7026.0,dpm2rkddwc,88.54700469970703,78.38450622558594,69.01699829101562,68.01575469970703,0.724419174194336,0.2572499847412109,rain,980.9937133789062,237.2647705078125,4.611693382263184,1,0,0,1
548,682,Allen County,Ohio,Winter,Report 3351: Late night sighting by teen at Lost Creek Golf Course,40.73412,-84.06565,1987-03-15,3351.0,dphpxp3m2q,38.44850158691406,34.07224655151367,30.708499908447266,29.35849952697754,0.833502197265625,0.9595000457763672,snow,986.75048828125,57.73545455932617,15.711640357971191,1,0,0,1
549,683,Adams County,Ohio,Winter,Report 3352: Large footprint found in sandbar,38.89665,-83.40573,1981-01-31,3352.0,dnutq0cv3t,38.143402099609375,24.669649124145508,16.363399505615234,5.124649524688721,0.4518620300292968,0.05375,No Precipitation,998.714111328125,82.05941009521484,7.755650043487549,0,1,0,1
550,684,Tulsa County,Oklahoma,Summer,Report 34555: Woman recalls her nighttime face to face encounter at her window outside Tulsa,36.13222,-95.79677,1966-08-15,34555.0,9y7vs1dvmm,91.99220275878906,81.35345458984375,75.43219757080078,71.69345092773438,0.7391783142089844,0.154375,rain,985.6852416992188,256.7222900390625,12.125282287597656,1,0,0,2
551,685,Tillman County,Oklahoma,Spring,Report 36011: Man recalls night time sighting at an airport outside Frederick,34.38638,-98.99414,1987-03-19,36011.0,9y1ee7fejm,71.99510192871094,54.6888542175293,44.18510055541992,43.2775993347168,0.6716068267822266,0.1901250076293945,No Precipitation,963.5546875,158.0272674560547,17.073162078857422,1,0,0,2
552,686,Sequoyah County,Oklahoma,Spring,Report 23628: Possible tracks found in yard north of VIan,35.56637,-94.98001,2008-04-18,23628.0,9yk6qdttj7,65.64649963378906,54.04399490356445,45.48649978637695,45.92525100708008,0.761722183227539,0.8180416107177735,rain,978.0281372070312,267.03643798828125,12.309597969055176,0,1,0,2
553,687,Seminole County,Oklahoma,Fall,Report 6644: Deer hunters have daylight sighting near Seminole.,35.26808,-96.60222,1974-11-04,6644.0,9y729u27mn,63.79790115356445,51.5616569519043,47.68790054321289,44.8528938293457,0.7900960540771484,0.954666748046875,rain,977.4664916992188,132.84100341796875,13.769820213317873,1,0,0,2
554,688,Rogers County,Oklahoma,Fall,Report 7062: Woman has sighting through dental office window.,36.18889,-95.74556,2003-10-09,7062.0,9y7vv7bpwd,76.82360076904297,69.64234161376953,64.85359954833984,61.96609878540039,0.7782230377197266,0.7726667022705078,rain,990.4855346679688,109.93455505371094,11.231878280639648,1,0,0,2
555,689,Roger Mills County,Oklahoma,Fall,"Report 56829: Hunters experience possible vocals, find nests, get screamed at over three-day hunting weekend north of Reydon",35.76152,-99.93007,1983-10-01,56829.0,9y2gqn1juw,86.4760971069336,74.20235443115234,65.23609924316406,53.164852142333984,0.4814229202270508,0.2575,No Precipitation,940.5859375,181.19422912597656,17.875015258789062,0,1,0,2
556,690,Pontotoc County,Oklahoma,Fall,Report 3731: Child watches fawn being chased near Canadian River,34.86111,-96.66528,2002-02-06,3731.0,9y5q2662xt,36.3046989440918,32.97844314575195,30.904699325561523,29.49469947814941,0.874065170288086,1.0,snow,986.5527954101562,30.32671165466309,6.3311448097229,1,0,0,2
557,691,Pittsburg County,Oklahoma,Summer,Report 10595: Family has early morning encounter at small bridge,34.81417,-95.65417,2005-02-10,10595.0,9y5yp3dz0r,55.40629959106445,39.903804779052734,30.38629913330078,27.60004997253418,0.6337874221801758,0.0865000057220459,No Precipitation,1004.277587890625,298.2138061523437,5.4428558349609375,1,0,0,2
558,692,Payne County,Oklahoma,Winter,Report 4134: Man has close moonlit encounter,35.97389,-97.03333,1997-11-15,4134.0,9y6uxuy7pe,38.291900634765625,33.758148193359375,28.66189956665039,18.63814926147461,0.5380251693725586,0.340250015258789,No Precipitation,991.32275390625,310.191162109375,10.795698165893556,1,0,0,2
559,693,Ottawa County,Oklahoma,Winter,"Report 57435: Brother & sisters spot a sasquatch late at night outside Peoria near ""Devils Hollow"" along Spring River",36.94679,-94.71512,2001-03-16,57435.0,9ysdhtyw9s,47.73740005493164,39.90365219116211,35.497398376464844,31.8111515045166,0.7583989715576172,0.8955832672119141,rain,982.5568237304688,321.3125915527344,14.655338287353516,1,0,0,2
560,694,Osage County,Oklahoma,Summer,Report 26543: Nightime roadside sighting south of Woolaroc,36.62116,-96.12164,2009-08-07,26543.0,9ye8kdwmer,95.65879821777344,84.21380615234375,76.48880004882812,70.77005004882812,0.6620189666748046,0.116875,rain,980.66259765625,168.22544860839844,13.205881118774414,1,0,0,2
561,696,Payne County,Oklahoma,Winter,Report 2788: Rural family's dog chases young sasquatch,36.02306,-97.1225,1997-12-30,2788.0,9y6uvvv999,55.55210113525391,40.45834732055664,32.152099609375,30.35210227966309,0.7008486938476562,0.0913749980926513,No Precipitation,981.5466918945312,297.0900573730469,18.069921493530277,1,0,0,2
562,698,Pushmataha County,Oklahoma,Fall,Report 32689: Possible vocalizations and rock throwing encounter near Albion,34.6021,-95.11875,2011-11-24,32689.0,9yhkge0eu6,56.83460235595703,47.95084762573242,39.91460037231445,42.56209945678711,0.8258518218994141,0.1928749847412109,No Precipitation,962.1546020507812,144.36380004882812,6.762995719909668,0,1,0,2
563,699,Pushmataha County,Oklahoma,Fall,Report 71794: Possible daylight sighting by motorist 11 miles west of Honobia,34.50572,-95.12156,2021-10-30,71794.0,9yhk73wd7h,67.14320373535156,54.82819747924805,45.9031982421875,41.65069961547852,0.63973388671875,0.0142500007152557,No Precipitation,987.2761840820312,329.85614013671875,7.436132907867432,0,1,0,2
564,703,Tulsa County,Oklahoma,Fall,Report 66198: Possible knocks heard by hunter before sunrise NE of Collinsville,36.37919,-95.80589,2020-10-16,66198.0,9y7ygysk0u,66.95870208740234,56.91619491577149,46.07870101928711,33.02495193481445,0.4252153015136719,0.1995000267028808,No Precipitation,1004.8167114257812,316.1983642578125,8.16428279876709,0,1,0,2
565,704,Adams County,Ohio,Spring,Report 4176: Evening sighting by two young boys,38.83859,-83.28128,1999-04-26,4176.0,dnuubyk7jt,60.2140998840332,53.70410537719727,48.24409866333008,46.78160095214844,0.7776460266113281,0.6680833435058594,rain,993.440185546875,102.40740966796876,6.335095405578613,1,0,0,1
566,705,Adams County,Ohio,Winter,"Report 3315: Nighttime sighting by mother and son in Lynx, near West Union",38.73687,-83.39134,2002-05-26,3315.0,dnusq7u68g,72.5656967163086,65.18194580078125,58.79570007324219,59.56069946289063,0.8279036712646485,0.7439166259765625,rain,990.984375,285.7209167480469,8.13357925415039,1,0,0,1
567,707,Adams County,Ohio,Summer,Report 30369: Photo of a possible footprint taken by campers in the Fort Hill Area,39.11929,-83.40022,2011-08-08,30369.0,dnuww1my6h,86.72000122070312,78.0875015258789,70.8800048828125,69.12875366210938,0.7609264373779296,0.1894999885559082,rain,963.9179077148438,278.3078308105469,7.905825614929199,0,1,0,1
